ParentPostId,ParentPostTitle,ParentTags,Id,Title,Tags,ParentBody,Body
"12136948","Why does shell ignore quoting characters in arguments passed to it through variables?","<bash><variables><syntax><quoting><expansion>","55308746","Why is this docker shell command not working","<bash><docker>","<p>These work as advertised:</p>
<pre><code>grep -ir 'hello world' .
grep -ir hello\ world .
</code></pre>
<p>These don't:</p>
<pre><code>argumentString1=&quot;-ir 'hello world'&quot;
argumentString2=&quot;-ir hello\\ world&quot;
grep $argumentString1 .
grep $argumentString2 .
</code></pre>
<p>Despite <code>'hello world'</code> being enclosed by quotes in the second example, grep interprets <code>'hello</code> (and <code>hello\</code>) as one argument and <code>world'</code> (and <code>world</code>) as another, which means that, in this case, <code>'hello</code> will be the search pattern and <code>world'</code> will be the search path.</p>
<p>Again, this only happens when the arguments are expanded from the <code>argumentString</code> variables. grep properly interprets <code>'hello world'</code> (and <code>hello\ world</code>) as a single argument in the first example.</p>
<p>Can anyone explain why this is? Is there a proper way to expand a string variable that will preserve the syntax of each character such that it is correctly interpreted by shell commands?</p>
","<p>Below commands in (tried in zsh and bash)</p>



<pre><code>» docker build --label $(echo -n 'key=""name value""') .
""docker build"" requires exactly 1 argument.
See 'docker build --help'.

Usage:  docker build [OPTIONS] PATH | URL | -

Build an image from a Dockerfile
</code></pre>

<p>but if you try to check the actual command </p>

<pre><code>» echo  docker build --label $(echo -n 'key=""name value""') .
docker build --label key=""name value"" .
</code></pre>

<p>and then run it, it works. What am I missing</p>

<pre><code>» docker build --label key=""name value"" .
Sending build context to Docker daemon  4.096kB
Step 1/2 : from busybox
 ---&gt; 3a093384ac30
Step 2/2 : LABEL key=name value
 ---&gt; Using cache
 ---&gt; 8e0f5a40215e
Successfully built 8e0f5a40215e
</code></pre>
"
"28490874","docker run <IMAGE> <MULTIPLE COMMANDS>","<docker><docker-image>","55015086","docker run throw error `No such file or directory` when use 2 commands","<linux><docker>","<p>I'm trying to run MULTIPLE commands like this.</p>

<pre><code>docker run image cd /path/to/somewhere &amp;&amp; python a.py
</code></pre>

<p>But this gives me ""No such file or directory"" error because it is interpreted as...</p>

<pre><code>""docker run image cd /path/to/somewhere"" &amp;&amp; ""python a.py""
</code></pre>

<p>It seems that some ESCAPE characters like """" or () are needed.</p>

<p>So I also tried </p>

<pre><code>docker run image ""cd /path/to/somewhere &amp;&amp; python a.py""
docker run image (cd /path/to/somewhere &amp;&amp; python a.py)
</code></pre>

<p>but these didn't work.</p>

<p>I have searched for <a href=""https://docs.docker.com/reference/run/"">Docker Run Reference</a> but have not find any hints about ESCAPE characters.</p>
","<p>I found that if I use two commands, the second command cann't read the file in volume, (while the first can read it.) like that:</p>

<pre><code>[root@iZu51 test]# echo 'hello world' &gt;&gt; /data/test/a.txt
[root@iZu51 test]# docker run --rm -v /data/test:/data debian:stretch-slim cat /data/a.txt
hello world
[root@iZu51 test]# docker run --rm -v /data/test:/data debian:stretch-slim cat /data/a.txt &amp;&amp; cat /data/a.txt
hello world
cat: /data/a.txt: No such file or directory
[root@iZu51 test]# docker run --rm -v /data/test:/data debian:stretch-slim cat /data/a.txt; cat /data/a.txt
hello world
cat: /data/a.txt: No such file or directory

</code></pre>

<p>How to fixed it? or it's a bug</p>
"
"34714891","Assign LAN IP address to Docker container different from host's IP address","<docker><ip><port><containers><public>","55172020","How connect to docker container from another computer in local network","<docker>","<p>Am not well versed with Unix networking, adding virtual interfaces etc, trying to learn it now. We are trying to dockerize our application.<br>
My requirement is : To assign an ip to a docker container which is accessible from an external application/browser. </p>

<p>The container ip should be pingable from a different computer in the same network basically.I don't want to use port forwarding. </p>

<ol>
<li><p>I want to access a docker container just like we access a VM using an ip 
address.[ Without the port mapping, -p flag. If i run any server like Apache or Tomcat 
inside the container, it should be accessible using the container ip and 
port. For example: <a href=""http://container_ip:8443]"" rel=""nofollow"">http://container_ip:8443]</a><br>
Is this possible in docker?</p></li>
<li><p>Running ifconfig on my Unix box(RHEL 7.1) shows docker0, ens,lo and veth  interfaces. There is no eth0. Kind of confused on this.</p></li>
</ol>
","<p>I have running docker container on one computer (in this container I start tomcat and mysql server) and want connect to this container from another computer in local network. How I can this do?</p>
"
"37461868","Difference between RUN and CMD in a Dockerfile","<docker><dockerfile>","55298322","How to create a custom Docker image by applying a custom patch to a file without having status 'Exited (0)'","<docker><docker-compose><dockerfile><customization><docker-image>","<p>I'm confused about when should I use <code>CMD</code> vs <code>RUN</code>. For example, to execute bash/shell commands (i.e. <code>ls -la</code>) I would always use <code>CMD</code> or is there a situation where I would use <code>RUN</code>? Trying to understand the best practices about these two similar <code>Dockerfile</code> directives.</p>
","<p>I am using a PhpIPAM Docker image and I use docker-compose to run my containers (<a href=""https://hub.docker.com/r/pierrecdn/phpipam"" rel=""nofollow noreferrer"">https://hub.docker.com/r/pierrecdn/phpipam</a>). I'm in a Windows environment.</p>

<p>Here is my docker-compose.yml</p>

<pre><code>version: ""3.3""

services:
    mysql:
        image: 'mysql:5.6'
        environment:
            - MYSQL_ROOT_PASSWORD=pass
        volumes:
            - 'D:/Docker/phpIPAM/mysql-db:/var/lib/mysql'
    ipam:
        depends_on:
            - mysql
        image: pierrecdn/phpipam
        environment:
            - MYSQL_ENV_MYSQL_USER=root
            - MYSQL_ENV_MYSQL_ROOT_PASSWORD=pass
            - MYSQL_ENV_MYSQL_HOST=mysql
        ports:
            - ""6080:80""
            - ""6025:25""
            - ""6022:22""
</code></pre>

<p>When I launch the command:</p>

<pre><code>PS D:\Docker\phpIPAM&gt; docker-compose up
</code></pre>

<p>All is working fine, my 2 containers are correctly running and I can work on the app. </p>

<pre><code>1974e242966a        pierrecdn/phpipam   ""docker-php-entrypoi…""   40 seconds ago      Up 38 seconds       0.0.0.0:6022-&gt;22/tcp, 0.0.0.0:6025-&gt;25/tcp, 0.0.0.0:6080-&gt;80/tcp   phpipam_ipam_1
6a638b4d1422        mysql:5.6           ""docker-entrypoint.s…""   42 seconds ago      Up 39 seconds       3306/tcp                                                           phpipam_mysql_1
</code></pre>

<hr>

<p><strong>N</strong>ow I would like to customize PhpIPAM and apply a patch to a specific file. Actually I just replace the file in the image by the patched one (note: the patch is ok, I tested it in a running container).</p>

<p>So in a new folder I-:</p>

<ol>
<li>copied my patched file of PhpIPAM</li>
<li>copied and adapt my docker-compose.yml file to build the new image</li>
<li>created a docker file named 'phpipam2440' with the operation to replace a file by my new patched file</li>
</ol>

<p>Here is my new docker-compose.yml</p>

<pre><code>version: ""3.3""

services:
    mysql:
        image: 'mysql:5.6'
        environment:
            - MYSQL_ROOT_PASSWORD=pass
        volumes:
            - 'D:/Docker/phpIPAM/mysql-db:/var/lib/mysql'
    ipam2440:
        depends_on:
            - mysql
        build:
            context: .
            dockerfile: ./phpipam2440
        environment:
            - MYSQL_ENV_MYSQL_USER=root
            - MYSQL_ENV_MYSQL_ROOT_PASSWORD=pass
            - MYSQL_ENV_MYSQL_HOST=mysql
        ports:
            - ""6080:80""
            - ""6025:25""
            - ""6022:22""
        tty: true
</code></pre>

<p>and here is my docker file 'phpipam2440'</p>

<pre><code>FROM pierrecdn/phpipam 

ADD class.Common.php /var/www/html/functions/classes/

CMD [""echo"",""Patch Fix #2440 applied""]
</code></pre>

<p>Now when I run </p>

<pre><code>PS D:\Docker\phpIPAM\patch-2440&gt; docker-compose up
</code></pre>

<p>Here is the result</p>

<pre><code>2e22a2de7d28        patch-2440_ipam2440   ""docker-php-entrypoi…""   55 seconds ago      Exited (0) 53 seconds ago                       patch-2440_ipam2440_1
c65d2cd5eadf        mysql:5.6             ""docker-entrypoint.s…""   56 seconds ago      Up 55 seconds               3306/tcp            patch-2440_mysql_1
</code></pre>

<p>The container from my custom image is 'Exited' with code 0.</p>

<p>That mean all went well and the container has reach ""the end of what it had to do"".</p>

<p>However I used the option ""tty: true"" in my docker-compose and this should prevent my container to Exit.</p>

<p>What am I doing wrong ?</p>

<p>Thx</p>

<p>PS: For info here is the complete output of the docker-compose command:</p>

<pre><code>PS D:\Docker\phpIPAM\patch-2440&gt; docker-compose up
Creating network ""patch-2440_default"" with the default driver
Building ipam2440
Step 1/3 : FROM pierrecdn/phpipam
 ---&gt; 5385f0cfaf12
Step 2/3 : ADD class.Common.php /var/www/html/functions/classes/
 ---&gt; b5e288da30ef
Step 3/3 : CMD [""echo"",""Patch Fix #2440 applied""]
 ---&gt; Running in 6738048b3ae1
Removing intermediate container 6738048b3ae1
 ---&gt; 989fdb6c8c8a

Successfully built 989fdb6c8c8a
Successfully tagged patch-2440_ipam2440:latest
WARNING: Image for service ipam2440 was built because it did not already exist. To rebuild this image you must use `docker-compose build` or `docker-compose up --build`.
Creating patch-2440_mysql_1 ... done
Creating patch-2440_ipam2440_1 ... done
Attaching to patch-2440_mysql_1, patch-2440_ipam2440_1
mysql_1     | 2019-03-22 10:47:13 0 [Warning] TIMESTAMP with implicit DEFAULT value is deprecated. Please use --explicit_defaults_for_timestamp server option (see documentation for more details).
mysql_1     | 2019-03-22 10:47:13 0 [Note] mysqld (mysqld 5.6.43) starting as process 1 ...
mysql_1     | 2019-03-22 10:47:13 1 [Note] Plugin 'FEDERATED' is disabled.
mysql_1     | 2019-03-22 10:47:13 1 [Note] InnoDB: Using atomics to ref count buffer pool pages
mysql_1     | 2019-03-22 10:47:13 1 [Note] InnoDB: The InnoDB memory heap is disabled
mysql_1     | 2019-03-22 10:47:13 1 [Note] InnoDB: Mutexes and rw_locks use GCC atomic builtins
mysql_1     | 2019-03-22 10:47:13 1 [Note] InnoDB: Memory barrier is not used
mysql_1     | 2019-03-22 10:47:13 1 [Note] InnoDB: Compressed tables use zlib 1.2.11
mysql_1     | 2019-03-22 10:47:13 1 [Note] InnoDB: Using Linux native AIO
mysql_1     | 2019-03-22 10:47:13 1 [Note] InnoDB: Using CPU crc32 instructions
mysql_1     | 2019-03-22 10:47:13 1 [Note] InnoDB: Initializing buffer pool, size = 128.0M
mysql_1     | 2019-03-22 10:47:13 1 [Note] InnoDB: Completed initialization of buffer pool
ipam2440_1  | Patch Fix #2440 applied
mysql_1     | 2019-03-22 10:47:14 1 [Note] InnoDB: Highest supported file format is Barracuda.
mysql_1     | 2019-03-22 10:47:14 1 [Note] InnoDB: 128 rollback segment(s) are active.
mysql_1     | 2019-03-22 10:47:14 1 [Note] InnoDB: Waiting for purge to start
mysql_1     | 2019-03-22 10:47:14 1 [Note] InnoDB: 5.6.43 started; log sequence number 3398964
mysql_1     | 2019-03-22 10:47:14 1 [Note] Server hostname (bind-address): '*'; port: 3306
mysql_1     | 2019-03-22 10:47:14 1 [Note] IPv6 is available.
mysql_1     | 2019-03-22 10:47:14 1 [Note]   - '::' resolves to '::';
mysql_1     | 2019-03-22 10:47:14 1 [Note] Server socket created on IP: '::'.
mysql_1     | 2019-03-22 10:47:14 1 [Warning] Insecure configuration for --pid-file: Location '/var/run/mysqld' in the path is accessible to all OS users. Consider choosing a different directory.
mysql_1     | 2019-03-22 10:47:14 1 [Warning] 'proxies_priv' entry '@ root@e1de09823bf2' ignored in --skip-name-resolve mode.
mysql_1     | 2019-03-22 10:47:14 1 [Note] Event Scheduler: Loaded 0 events
mysql_1     | 2019-03-22 10:47:14 1 [Note] mysqld: ready for connections.
mysql_1     | Version: '5.6.43'  socket: '/var/run/mysqld/mysqld.sock'  port: 3306  MySQL Community Server (GPL)
patch-2440_ipam2440_1 exited with code 0
</code></pre>
"
"43170089","Docker won't start on Windows: Not Enough memory to start docker","<windows><docker><virtual-machine><hyper-v>","55011050","I am unable to load docker on my laptop as it says there is not enough memory?","<docker>","<p>I am trying to get started with Docker on Windows. My machine has 4GB of RAM and a 1.9GHz - 2.5GHz Intel i5 processor, running Windows 10 Pro x64. I know these aren't powerful specs, but I would have thought I should be able to run Docker?</p>

<p>However, having downloaded Docker, I get the error message:</p>

<blockquote>
  <p>Not Enough memory to start docker</p>
</blockquote>

<p>I have seen various forum posts and github issues about this and followed all the advice I can see, such as modifying the settings in Docker, I tried these:</p>

<p><a href=""https://i.stack.imgur.com/8kXrR.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/8kXrR.png"" alt=""enter image description here""></a></p>

<p>They also mentioned changing the settings of the Hyper-V VM however, this seems to be deleted and recreated with the Docker specified settings on every attempted launch. I tried 2048MB, 1792MB, 1536MB, 1280MB and 1024MB of RAM, all of which failed. </p>

<p>What else can I do? Surely I can run docker in some form on my machine? NB: I have closed all non-essential background apps. There doesn't seem to be many other suggestions for what seems to be a fairly common issue, where the given solutions don't work?</p>
","<p>i have about 800gb free i am running docker on windows 10 it is up to date and the correct version of it is installed for my operating system. I am unable to open it at all. below are my laptop specs and a link to the image that is displayed when i attempt to open docker for the first time.</p>

<p>My laptop specs are:</p>

<p>i3-7020u (2.3GHz 3MBL3 Cache)
itel HD graphics</p>

<p>20GB Memory 16GB intel optane memory + 4GB DDR4 memory
1000GB HDD</p>

<p><a href=""https://i.stack.imgur.com/j24Xp.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/j24Xp.png"" alt=""enter image description here""></a> </p>
"
"47177850","Could not resolve host in docker","<git><docker><jenkins><dns>","55375540","Unable to go get dependency packages when building docker file","<docker><go>","<p>I'm trying to do an jenkins on docker, on my machine (Ubuntu).</p>
<p>I have to access to the git repo, in my company.
But in jenkins, I get this error :</p>
<blockquote>
<p>Could not resolve host: gogs.mycompany.com</p>
</blockquote>
<p>I think this is an DNS error, so I tried to launch my docker like that (with --dns and --dns-search)</p>
<blockquote>
<p>sudo docker run -p 8080:8080 -p 50000:50000 -v
/home/xero/jenkins:/var/jenkins_home
--name=myproject-jenkins2 --dns=127.0.1.1 --dns-search=mycompany.lan jenkins</p>
</blockquote>
<p>Here my /etc/resolv.conf :</p>
<blockquote>
<p>nameserver 127.0.1.1</p>
<p>search mycompany.lan</p>
</blockquote>
<p>What I'm doing wrong ?</p>
","<p>I'm following the <a href=""https://hackernoon.com/how-to-develop-go-grpc-microservices-and-deploy-in-kubernates-5eace0425bf8"" rel=""nofollow noreferrer"">tutorial</a> learning about the implementation and deployment of micro-service in Go. When I try to rebuild the docker image based on the Dockfile and go file, I always get error messages listed as below. The Dockerfile and go file are attached, may I ask what could be the possible reasons causing this error? I have already tried the solution offered by <a href=""https://stackoverflow.com/questions/47177850/could-not-resolve-host-in-docker"">Could not reserve host in docker</a>, but there is no <code>--dns</code> flag in <code>docker build</code>.</p>

<p>Dockerfile:</p>

<pre><code>FROM golang:latest

COPY . /go/src/add
WORKDIR /go/src/add
RUN go get -d -v ./...
RUN go install -v ./...
ENTRYPOINT go run main.go
EXPOSE 3000
</code></pre>

<p>Go file:</p>

<pre><code>package main

import (
    ""fmt""
    ""github.com/shuza/kubernetes-go-grpc/pd""
    ""golang.org/x/net/context""
    ""google.golang.org/grpc""
    ""google.golang.org/grpc/reflection""
    ""log""
    ""net""
)

type server struct{}

func main() {
    lis, err := net.Listen(""tcp"", "":3000"")
    if err != nil {
        log.Fatalf(""Failed to listen:  %v"", err)
    }

    s := grpc.NewServer()
    pb.RegisterAddServiceServer(s, &amp;server{})
    reflection.Register(s)
    if err := s.Serve(lis); err != nil {
        log.Fatalf(""Failed to serve: %v"", err)
    }
}

func (s *server) Compute(cxt context.Context, r *pb.AddRequest) (*pb.AddResponse, error) {
    result := &amp;pb.AddResponse{}
    result.Result = r.A + r.B

    logMessage := fmt.Sprintf(""A: %d   B: %d     sum: %d"", r.A, r.B, result.Result)
    log.Println(logMessage)

    return result, nil
}
</code></pre>

<p>Error Message:</p>

<pre><code># cd .; git clone https://github.com/gorilla/mux /go/src/github.com/gorilla/mux
Cloning into '/go/src/github.com/gorilla/mux'...
fatal: unable to access 'https://github.com/gorilla/mux/': Could not resolve host: github.com
package github.com/gorilla/mux: exit status 128
# cd .; git clone https://github.com/shuza/kubernetes-go-grpc /go/src/github.com/shuza/kubernetes-go-grpc
Cloning into '/go/src/github.com/shuza/kubernetes-go-grpc'...
fatal: unable to access 'https://github.com/shuza/kubernetes-go-grpc/': Could not resolve host: github.com
package github.com/shuza/kubernetes-go-grpc/pd: exit status 128
package golang.org/x/net/context: unrecognized import path ""golang.org/x/net/context"" (https fetch: Get https://golang.org/x/net/context?go-get=1: dial tcp: i/o timeout)
package google.golang.org/grpc: unrecognized import path ""google.golang.org/grpc"" (https fetch: Get https://google.golang.org/grpc?go-get=1: dial tcp: i/o timeout)
</code></pre>
"
"53073411","Selenium: WebDriverException:Chrome failed to start: crashed as google-chrome is no longer running so ChromeDriver is assuming that Chrome has crashed","<python><selenium><google-chrome><selenium-webdriver><selenium-chromedriver>","55050693","Problem in the E2E tests of Vue.js, Nigthwatch, Selenium","<selenium><docker><vue.js><nightwatch.js><e2e-testing>","<p>Recently I switched computers and since then I can't launch chrome with selenium. I've also tried Firefox but the browser instance just doesn't launch. </p>

<pre><code>from selenium import webdriver

d = webdriver.Chrome('/home/PycharmProjects/chromedriver')

d.get('https://www.google.nl/')
</code></pre>

<p>i get the following error:</p>

<pre><code>selenium.common.exceptions.WebDriverException: Message: unknown error: Chrome failed to start: crashed
  (unknown error: DevToolsActivePort file doesn't exist)
  (The process started from chrome location /opt/google/chrome/google-chrome is no longer running, so ChromeDriver is assuming that Chrome has crashed.)
  (Driver info: chromedriver=2.43.600233, platform=Linux 4.15.0-38-generic x86_64)
</code></pre>

<p>i have the latest chrome version and chromedriver installed</p>

<p>EDIT:
After trying @b0sss solution i am getting the following error.</p>

<pre><code>selenium.common.exceptions.WebDriverException: Message: unknown error: Chrome failed to start: crashed
  (chrome not reachable)
  (The process started from chrome location /opt/google/chrome/google-chrome is no longer running, so chromedriver is assuming that Chrome has crashed.)
  (Driver info: chromedriver=2.43.600233 (523efee95e3d68b8719b3a1c83051aa63aa6b10d),platform=Linux 4.15.0-38-generic x86_64)
</code></pre>
","<p>I'm trying to run e2e tests from a Vue.js application in a docker container.</p>

<p>The nightwatch configuration file looks like this:</p>

<p><em>nightwatch.json</em></p>

<pre><code>{
  ""test_settings"": {
    ""default"": {
      ""desiredCapabilities"": {
        ""browserName"": ""chrome"",
        ""javascriptEnabled"": true,
        ""acceptSslCerts"": true,
        ""chromeOptions"" : {
          ""args"" : [""disable-web-security"", ""ignore-certificate-errors"", ""headless""]
        }
      }
    }
  }
}
</code></pre>

<p>I am using this image in the container: <a href=""https://hub.docker.com/r/pijzl/vuejs-docker-unit-e2e"" rel=""nofollow noreferrer"">pijzl/vuejs-docker-unit-e2e</a></p>

<p>When running at the physical machine prompt the tests pass, however when running in docker I encounter the following error:</p>

<blockquote>
  <p>Error retrieving a new session from the selenium server</p>
  
  <p>Connection refused! Is selenium server started? { value:    { message:
  'unknown error: Chrome failed to start: exited abnormally\n  (unknown
  error: DevToolsActivePort file doesn\'t exist)\n  (The process started
  from chrome location /usr/bin/chromium is no longer running, so
  ChromeDriver is assuming that Chrome has crashed.)\n  (Driver info:
  chromedriver=2.46.628388
  (4a34a70827ac54148e092aafb70504c4ea7ae926),platform=Linux
  4.9.125-linuxkit x86_64) (WARNING: The server did not provide any stacktrace information)\nCommand duration or timeout: 597
  milliseconds\nBuild info: version: \'3.141.59\', revision:
  \'e82be7d358\', time: \'2018-11-14T08:25:53\'\nSystem info: host:
  \'df8c8d010486\', ip: \'172.17.0.2\', os.name: \'Linux\', os.arch:
  \'amd64\', os.version: \'4.9.125-linuxkit\', java.version:
  \'1.8.0_171\'\nDriver info: driver.version: unknown',
       error: 'unknown error' },   status: 13 }</p>
</blockquote>

<p>Anyone have any ideas how to solve the problem?</p>
"
"55361762","apt-get update fails with 404 in a previously working build","<docker><travis-ci><debian-jessie>","55356500","No debian image can update/install packages","<docker><ubuntu><debian><nodes><debian-jessie>","<p>I am running a Travis build and it fails when building the mysql:5.7.27 docker image. The Dockerfile runs <code>apt-get update</code> and then I get an error <code>W: Failed to fetch http://deb.debian.org/debian/dists/jessie-updates/main/binary-amd64/Packages  404  Not Found</code>.</p>

<p>Using curl I can see it is redirecting, but the redirect-to URL results in a 404. Has anyone seen this sort of behaviour and have a remedy? Is it basically unfixable until debian makes changes?</p>

<pre><code>➜  ms git:(develop) curl --head http://deb.debian.org/debian/dists/jessie-updates/main/binary-amd64/Packages
HTTP/1.1 302 Found
Date: Tue, 26 Mar 2019 16:03:04 GMT
Server: Apache
X-Content-Type-Options: nosniff
X-Frame-Options: sameorigin
Referrer-Policy: no-referrer
X-Xss-Protection: 1
Location: http://cdn-fastly.deb.debian.org/debian/dists/jessie-updates/main/binary-amd64/Packages
Content-Type: text/html; charset=iso-8859-1

➜  ms git:(develop) curl --head http://cdn-fastly.deb.debian.org/debian/dists/jessie-updates/main/binary-amd64/Packages
HTTP/1.1 404 Not Found
Server: Apache
X-Content-Type-Options: nosniff
X-Frame-Options: sameorigin
Referrer-Policy: no-referrer
X-Xss-Protection: 1
Content-Type: text/html; charset=iso-8859-1
Via: 1.1 varnish
Content-Length: 316
Accept-Ranges: bytes
Date: Tue, 26 Mar 2019 16:03:17 GMT
Via: 1.1 varnish
Age: 45
Connection: keep-alive
X-Served-By: cache-ams21028-AMS, cache-cdg20741-CDG
X-Cache: HIT, HIT
X-Cache-Hits: 6, 2
X-Timer: S1553616198.734091,VS0,VE0
</code></pre>
","<p>Unable to fetch updates from debain repository.
All our VM update/install are also facing the same error. Even if I do curl or browse from another network, I'm getting the same error for debian url.</p>

<p>Getting the below error:</p>

<blockquote>
<pre><code>RUN apt-get update -y &amp;&amp;     apt-get install -y     vim zip
 ---&gt; Running in 339cd82feb32
Get:1 http://security.debian.org jessie/updates InRelease [44.9 kB]
Ign http://deb.debian.org jessie InRelease
Ign http://deb.debian.org jessie-updates InRelease
Get:2 http://deb.debian.org jessie Release.gpg [2420 B]
Ign http://deb.debian.org jessie-updates Release.gpg
Get:3 http://deb.debian.org jessie Release [148 kB]
Ign http://deb.debian.org jessie-updates Release
Err http://deb.debian.org jessie-updates/main amd64 Packages

Err http://deb.debian.org jessie-updates/main amd64 Packages

Err http://deb.debian.org jessie-updates/main amd64 Packages

Err http://deb.debian.org jessie-updates/main amd64 Packages

Err http://deb.debian.org jessie-updates/main amd64 Packages
  404  Not Found
Get:4 http://deb.debian.org jessie/main amd64 Packages [9098 kB]
Get:5 http://security.debian.org jessie/updates/main amd64 Packages [822 kB]
Fetched 10.1 MB in 18s (543 kB/s)
W: Failed to fetch http://deb.debian.org/debian/dists/jessie-updates/main/binary-amd64/Packages  404  Not Found

E: Some index files failed to download. They have been ignored, or old ones used instead.
The command '/bin/sh -c apt-get update -y &amp;&amp;     apt-get install -y     vim zip' returned a non-zero code: 100
</code></pre>
</blockquote>
"
"2839321","Connect Java to a MySQL database","<java><mysql><jdbc>","44780571","How to connect with MySQL DB running as container in docker?","<java><mysql><docker><jdbc>","<p>How do you connect to a MySQL database in Java?</p>

<p>When I try, I get </p>

<pre><code>java.sql.SQLException: No suitable driver found for jdbc:mysql://database/table
    at java.sql.DriverManager.getConnection(DriverManager.java:689)
    at java.sql.DriverManager.getConnection(DriverManager.java:247)
</code></pre>

<p>Or </p>

<pre><code>java.lang.ClassNotFoundException: com.mysql.jdbc.Driver
</code></pre>

<p>Or</p>

<pre><code>java.lang.ClassNotFoundException: com.mysql.cj.jdbc.Driver
</code></pre>
","<p>Can some give me any idea about how to connect with my mysql db which is running as a container in Docker on a virtual machine?</p>

<p>I have no idea about it, please help me.</p>

<p>What I am trying to do is :- I am writing a java program on my local machine and now I want to establish a jdbc connection with mysql. My MySQL DB is running as a docker container on a Virtual machine. </p>

<p>Does someone has any idea.</p>

<p>Connection con = DriverManager.getConnection(""jdbc:mysql://10.0.2.15/<strong>""what should I put here""</strong>,""root"",""myrootpassword"");</p>

<p>my ip address for the container is 172.17.0.2 and my guest ip is 10.0.2.15. My sql is running on port 3306.</p>

<p>Thanks in Advance</p>
"
"26153686","How do I run a command on an already existing Docker container?","<docker>","44796700","How do I run nginx -t when nginx is running inside a docker container?","<bash><nginx><docker>","<p>I created a container with <code>-d</code> so it's not interactive.</p>

<pre><code>docker run -d shykes/pybuilder bin/bash
</code></pre>

<p>I see that the container has exited:</p>

<pre><code>CONTAINER ID        IMAGE                     COMMAND             CREATED             STATUS                      PORTS               NAMES
d6c45e8cc5f0        shykes/pybuilder:latest   ""bin/bash""          41 minutes ago      Exited (0) 2 seconds ago                        clever_bardeen
</code></pre>

<p>Now I would like to run occasional commands on the machine and exit. Just to get the response.</p>

<p>I tried to start the machine. I tried attaching. I thought I could call <code>run</code> with a container, but that does not seem to be allowed. Using <code>start</code> just seems to run and then exist quickly.</p>

<p>I'd like to get back into interactive mode after exiting.</p>

<p>I tried:</p>

<pre><code>docker attach d6c45e8cc5f0
</code></pre>

<p>But I get:</p>

<pre><code>2014/10/01 22:33:34 You cannot attach to a stopped container, start it first
</code></pre>

<p>But if I start it, it exits anyway. Catch 22. I can't win.</p>
","<p>Is there a way to run commands like</p>

<pre><code>service nginx start
nginx -t
</code></pre>

<p>when nginx is running in a docker container without having to start the container's bash shell?</p>
"
"30494050","How do I pass environment variables to Docker containers?","<docker><environment-variables><dockerfile>","45029096","How can i set an ENV variable in a Dockerfile the content from a .txt file?","<node.js><docker><environment-variables><dockerfile>","<p>I'm new to Docker, and it's unclear how to access an external database from a container. Is the best way to hard-code in the connection string?</p>

<pre><code># Dockerfile
ENV DATABASE_URL amazon:rds/connection?string
</code></pre>
","<p>I'm trying to Dockerize a Node.js app and, while creating the Dockerfile, i came across the problem that the credetials for connecting to the database are stored in a .txt file. How can i set the content from that .txt file as an ENV variable in my Dockerfile?</p>
"
